stock_id,location,sabor,estado,cantidad_latas,kg_referencia_lata,peso_inicial_bruto_kg,tara_inicial_kg,peso_inicial_neto_kg,peso_actual_bruto_kg,tara_actual_kg,peso_actual_neto_kg,created_at,updated_at,active
SAL-0001,SALON,MASCARPONE,CERRADA,1,,7.8,0.38,7.42,7.8,0.38,7.42,2026-08-11T22:39:19.672376-03:00,2026-08-11T22:39:19.672376-03:00,True
SAL-0001,SALON,DULCE_DE_LECHE_BROWNIE,CERRADA,1,,8.085,0.38,7.705000000000001,8.085,0.38,7.705000000000001,2026-08-11T22:39:19.672376-03:00,2026-08-11T22:39:19.672376-03:00,True
SAL-0001,SALON,CREMA_COOKIE,CERRADA,1,,7.915,0.38,7.535,7.915,0.38,7.535,2026-08-11T22:39:19.672376-03:00,2026-08-11T22:39:19.672376-03:00,True
SAL-0001,SALON,AMERICANA,CERRADA,1,,8.065,0.38,7.685,8.065,0.38,7.685,2026-08-11T22:39:19.672376-03:00,2026-08-11T22:39:19.672376-03:00,True
SAL-0001,SALON,TRAMONTANA,CERRADA,1,,8.105,0.38,7.725,8.105,0.38,7.725,2026-08-11T22:39:19.672376-03:00,2026-08-11T22:39:19.672376-03:00,True
SAL-0001,SALON,GRANIZADO,CERRADA,1,,8.175,0.38,7.795000000000001,8.175,0.38,7.795000000000001,2026-08-11T22:39:19.672376-03:00,2026-08-11T22:39:19.672376-03:00,True
SAL-0001,SALON,BANANA,CERRADA,1,,8.095,0.38,7.715000000000001,8.095,0.38,7.715000000000001,2026-08-11T22:39:19.672376-03:00,2026-08-11T22:39:19.672376-03:00,True
SAL-0001,SALON,FRUTILLA_A_LA_CREMA,CERRADA,1,,8.095,0.38,7.715000000000001,8.095,0.38,7.715000000000001,2026-08-11T22:39:19.672376-03:00,2026-08-11T22:39:19.672376-03:00,True
SAL-0001,SALON,DURAZNO_A_LA_CREMA,CERRADA,1,,7.65,0.38,7.27,7.65,0.38,7.27,2026-08-11T22:39:19.672376-03:00,2026-08-11T22:39:19.672376-03:00,True
SAL-0001,SALON,a,ABIERTA,1,,6.47,0.38,6.09,6.47,0.38,6.09,2026-08-11T22:39:19.672376-03:00,2026-08-11T22:39:19.672376-03:00,True
SAL-0001,SALON,b,ABIERTA,1,,7.96,0.38,7.58,7.96,0.38,7.58,2026-08-11T22:39:19.672376-03:00,2026-08-11T22:39:19.672376-03:00,True
SAL-0001,SALON,c,ABIERTA,1,,6.495,0.38,6.115,6.495,0.38,6.115,2026-08-11T22:39:19.672376-03:00,2026-08-11T22:39:19.672376-03:00,True
SAL-0001,SALON,d,ABIERTA,1,,1.695,0.38,1.315,1.695,0.38,1.315,2026-08-11T22:39:19.672376-03:00,2026-08-11T22:39:19.672376-03:00,True
SAL-0001,SALON,e,ABIERTA,1,,8.58,0.38,8.2,8.58,0.38,8.2,2026-08-11T22:39:19.672376-03:00,2026-08-11T22:39:19.672376-03:00,True
SAL-0001,SALON,f,ABIERTA,1,,4.71,0.38,4.33,4.71,0.38,4.33,2026-08-11T22:39:19.672376-03:00,2026-08-11T22:39:19.672376-03:00,True
SAL-0001,SALON,g,ABIERTA,1,,2.67,0.38,2.29,2.67,0.38,2.29,2026-08-11T22:39:19.672376-03:00,2026-08-11T22:39:19.672376-03:00,True
SAL-0001,SALON,h,ABIERTA,1,,6.65,0.38,6.2700000000000005,6.65,0.38,6.2700000000000005,2026-08-11T22:39:19.672376-03:00,2026-08-11T22:39:19.672376-03:00,True
SAL-0001,SALON,i,ABIERTA,1,,6.07,0.38,5.69,6.07,0.38,5.69,2026-08-11T22:39:19.672376-03:00,2026-08-11T22:39:19.672376-03:00,True
SAL-0001,SALON,j,ABIERTA,1,,7.01,0.38,6.63,7.01,0.38,6.63,2026-08-11T22:39:19.672376-03:00,2026-08-11T22:39:19.672376-03:00,True
SAL-0001,SALON,k,ABIERTA,1,,2.775,0.38,2.395,2.775,0.38,2.395,2026-08-11T22:39:19.672376-03:00,2026-08-11T22:39:19.672376-03:00,True
SAL-0001,SALON,l,ABIERTA,1,,8.595,0.38,8.215,8.595,0.38,8.215,2026-08-11T22:39:19.672376-03:00,2026-08-11T22:39:19.672376-03:00,True
SAL-0001,SALON,m,ABIERTA,1,,7.03,0.38,6.65,7.03,0.38,6.65,2026-08-11T22:39:19.672376-03:00,2026-08-11T22:39:19.672376-03:00,True
SAL-0001,SALON,n,ABIERTA,1,,4.81,0.38,4.43,4.81,0.38,4.43,2026-08-11T22:39:19.672376-03:00,2026-08-11T22:39:19.672376-03:00,True
SAL-0001,SALON,o,ABIERTA,1,,8.16,0.38,7.78,8.16,0.38,7.78,2026-08-11T22:39:19.672376-03:00,2026-08-11T22:39:19.672376-03:00,True
SAL-0001,SALON,p,ABIERTA,1,,8.605,0.38,8.225,8.605,0.38,8.225,2026-08-11T22:39:19.672376-03:00,2026-08-11T22:39:19.672376-03:00,True
SAL-0001,SALON,q,ABIERTA,1,,8.3,0.38,7.920000000000001,8.3,0.38,7.920000000000001,2026-08-11T22:39:19.672376-03:00,2026-08-11T22:39:19.672376-03:00,True
SAL-0001,SALON,r,ABIERTA,1,,5.93,0.38,5.55,5.93,0.38,5.55,2026-08-11T22:39:19.672376-03:00,2026-08-11T22:39:19.672376-03:00,True
SAL-0001,SALON,s,ABIERTA,1,,2.98,0.38,2.6,2.98,0.38,2.6,2026-08-11T22:39:19.672376-03:00,2026-08-11T22:39:19.672376-03:00,True
SAL-0001,SALON,t,ABIERTA,1,,5.585,0.38,5.205,5.585,0.38,5.205,2026-08-11T22:39:19.672376-03:00,2026-08-11T22:39:19.672376-03:00,True
SAL-0001,SALON,u,ABIERTA,1,,6.36,0.38,5.98,6.36,0.38,5.98,2026-08-11T22:39:19.672376-03:00,2026-08-11T22:39:19.672376-03:00,True
SAL-0001,SALON,v,ABIERTA,1,,7.325,0.38,6.945,7.325,0.38,6.945,2026-08-11T22:39:19.672376-03:00,2026-08-11T22:39:19.672376-03:00,True
SAL-0001,SALON,w,ABIERTA,1,,1.56,0.38,1.1800000000000002,1.56,0.38,1.1800000000000002,2026-08-11T22:39:19.672376-03:00,2026-08-11T22:39:19.672376-03:00,True
SAL-0001,SALON,y,ABIERTA,1,,2.155,0.38,1.775,2.155,0.38,1.775,2026-08-11T22:39:19.672376-03:00,2026-08-11T22:39:19.672376-03:00,True
SAL-0001,SALON,z,ABIERTA,1,,2.52,0.38,2.14,2.52,0.38,2.14,2026-08-11T22:39:19.672376-03:00,2026-08-11T22:39:19.672376-03:00,True
SAL-0001,SALON,aa,ABIERTA,1,,3.44,0.38,3.06,3.44,0.38,3.06,2026-08-11T22:39:19.672376-03:00,2026-08-11T22:39:19.672376-03:00,True
SAL-0001,SALON,bb,ABIERTA,1,,1.93,0.38,1.5499999999999998,1.93,0.38,1.5499999999999998,2026-08-11T22:39:19.672376-03:00,2026-08-11T22:39:19.672376-03:00,True
SAL-0001,SALON,cc,ABIERTA,1,,5.32,0.38,4.94,5.32,0.38,4.94,2026-08-11T22:39:19.672376-03:00,2026-08-11T22:39:19.672376-03:00,True
SAL-0001,SALON,dd,ABIERTA,1,,6.875,0.38,6.495,6.875,0.38,6.495,2026-08-11T22:39:19.672376-03:00,2026-08-11T22:39:19.672376-03:00,True
SAL-0001,SALON,ee,ABIERTA,1,,2.99,0.38,2.6100000000000003,2.99,0.38,2.6100000000000003,2026-08-11T22:39:19.672376-03:00,2026-08-11T22:39:19.672376-03:00,True
SAL-0001,SALON,hh,ABIERTA,1,,7.095,0.38,6.715,7.095,0.38,6.715,2026-08-11T22:39:19.672376-03:00,2026-08-11T22:39:19.672376-03:00,True
SAL-0001,SALON,ii,ABIERTA,1,,9.38,0.38,9.0,9.38,0.38,9.0,2026-08-11T22:39:19.672376-03:00,2026-08-11T22:39:19.672376-03:00,True
SAL-0001,SALON,jj,ABIERTA,1,,5.835,0.38,5.455,5.835,0.38,5.455,2026-08-11T22:39:19.672376-03:00,2026-08-11T22:39:19.672376-03:00,True
SAL-0001,SALON,kk,ABIERTA,1,,2.615,0.38,2.2350000000000003,2.615,0.38,2.2350000000000003,2026-08-11T22:39:19.672376-03:00,2026-08-11T22:39:19.672376-03:00,True
SAL-0001,SALON,ll,ABIERTA,1,,2.46,0.38,2.08,2.46,0.38,2.08,2026-08-11T22:39:19.672376-03:00,2026-08-11T22:39:19.672376-03:00,True
SAL-0001,SALON,mm,ABIERTA,1,,12.99,0.38,12.61,12.99,0.38,12.61,2026-08-11T22:39:19.672376-03:00,2026-08-11T22:39:19.672376-03:00,True
CAM-2BFD82C8,CAMARA,CAPUCCINO_GRANIZADO,CERRADA,1,7580.0,,,,,,,2026-08-12T11:27:16.074868-03:00,2026-08-12T11:27:16.074868-03:00,True
